종목명,종목코드,시가총액_억원,시장구분
엠에스씨,009780,1491,코스닥
와이엠티,251370,1491,코스닥
고려신용정보,049720,1489,코스닥
유화증권,003460,1488,유가증권
윈스테크넷,136540,1485,코스닥
인트론바이오,048530,1484,코스닥
디씨엠,024090,1483,유가증권
TIGER 바이오TOP10,364970,1478,ETF
KIWOOM 26-09회사채(AA-이상)액티브,464240,1475,ETF
효성화학,298000,1475,유가증권
태경산업,015890,1470,유가증권
보성파워텍,006910,1469,코스닥
리드코프,012700,1468,코스닥
벽산,007210,1468,유가증권
바이오에프디엔씨,251120,1466,코스닥
엑셈,205100,1465,코스닥
넥써쓰,205500,1465,코스닥
매일홀딩스,005990,1462,코스닥
에이비온,203400,1460,코스닥
현대에버다임,041440,1457,코스닥
동국생명과학,303810,1454,코스닥
이랜시스,264850,1453,코스닥
삼성 인버스 2X WTI원유 선물 ETN,530036,1452,ETN
경동인베스트,012320,1452,유가증권
한투 코스피 양매도 5% OTM ETN,570019,1450,ETN
대성홀딩스,016710,1448,유가증권
아모레퍼시픽홀딩스3우C,00279K,1447,유가증권
일승,333430,1444,코스닥
동양,001520,1444,유가증권
엔바이오니아,317870,1443,코스닥
나우IB,293580,1442,코스닥
루미르,474170,1441,코스닥
현대바이오랜드,052260,1440,코스닥
서울옥션,063170,1440,코스닥
삼보판지,023600,1439,코스닥
TIGER 미디어컨텐츠,228810,1438,ETF
아톤,158430,1436,코스닥
제노코,361390,1435,코스닥
메리츠 3X 레버리지 국채30년 ETN,610061,1434,ETN
이구산업,025820,1433,유가증권
KODEX 바이오,244580,1431,ETF
TIGER 코스닥150,232080,1429,ETF
1Q 현대차그룹채권(A+이상)&국고통안,492500,1428,ETF
드림어스컴퍼니,060570,1428,코스닥
팜스토리,027710,1426,코스닥
오스테오닉,226400,1424,코스닥
에이럭스,475580,1424,코스닥
코스맥스비티아이,044820,1423,유가증권
ACE 미국30년국채액티브,476760,1422,ETF
보광산업,225530,1421,코스닥
와이바이오로직스,338840,1419,코스닥
파워 종합채권(AA-이상)액티브,498180,1417,ETF
RISE 국고채10년액티브,481430,1416,ETF
디에스케이,109740,1414,코스닥
한일사료,005860,1413,코스닥
파세코,037070,1412,코스닥
효성ITX,094280,1410,유가증권
SOL 미국S&P500,433330,1407,ETF
TIGER 미국S&P500동일가중,488500,1407,ETF
도이치모터스,067990,1404,코스닥
티케이케미칼,104480,1403,코스닥
이엔셀,456070,1402,코스닥
세종텔레콤,036630,1402,코스닥
금호에이치티,214330,1401,유가증권
원준,382840,1400,코스닥
딥노이드,315640,1398,코스닥
엑시콘,092870,1398,코스닥
엠에스오토텍,123040,1397,코스닥
알에스오토메이션,140670,1395,코스닥
제이스코홀딩스,023440,1391,코스닥
대원미디어,048910,1390,코스닥
코윈테크,282880,1390,코스닥
TIGER 골드선물(H),319640,1389,ETF
컴투스홀딩스,063080,1388,코스닥
ACE 미국WideMoat동일가중,309230,1387,ETF
한양디지텍,078350,1386,코스닥
수젠텍,253840,1385,코스닥
신흥,004080,1384,유가증권
KH 필룩스,033180,1382,유가증권
티와이홀딩스,363280,1382,유가증권
에이플러스에셋,244920,1381,유가증권
자이에스앤디,317400,1379,유가증권
컨텍,451760,1377,코스닥
유니퀘스트,077500,1376,유가증권
KODEX 차이나CSI300,283580,1375,ETF
국보디자인,066620,1375,코스닥
코오롱모빌리티그룹,450140,1375,유가증권
에스엠벡셀,010580,1374,유가증권
이엠코리아,095190,1374,코스닥
KIWOOM 미국양자컴퓨팅,498270,1372,ETF
디와이파워,210540,1370,유가증권
PS일렉트로닉스,332570,1363,코스닥
삼영,003720,1363,유가증권
선광,003100,1363,코스닥
에이치엔에스하이텍,044990,1360,코스닥
HLB바이오스텝,278650,1353,코스닥
디알텍,214680,1351,코스닥
신세계푸드,031440,1344,유가증권
태경케미컬,006890,1341,유가증권
아바텍,149950,1338,코스닥
푸른저축은행,007330,1338,코스닥
엘케이켐,489500,1337,코스닥
SM C&C,048550,1337,코스닥
TIGER 미국S&P500선물(H),143850,1332,ETF
TIGER 인도빌리언컨슈머,479730,1332,ETF
양지사,030960,1330,코스닥
RISE 25-06 은행채(AA+이상)액티브,483230,1327,ETF
티이엠씨,425040,1327,코스닥
오리엔트바이오,002630,1326,유가증권
에스비비테크,389500,1324,코스닥
시스웍,269620,1321,코스닥
HANARO 원자력iSelect,434730,1318,ETF
CJ 바이오사이언스,311690,1318,코스닥
금양그린파워,282720,1316,코스닥
지슨,289860,1314,코넥스
휴먼테크놀로지,175140,1312,코스닥
케이엔제이,272110,1312,코스닥
미스터블루,207760,1310,코스닥
YTN,040300,1308,코스닥
금강공업,014280,1308,유가증권
엑스페릭스,317770,1306,코스닥
제일파마홀딩스,002620,1305,유가증권
디케이티,290550,1300,코스닥
우신시스템,017370,1298,유가증권
경보제약,214390,1298,유가증권
싸이맥스,160980,1298,코스닥
경인양행,012610,1298,유가증권
페이퍼코리아,001020,1297,유가증권
KODEX 200미국채혼합,284430,1296,ETF
이랜텍,054210,1295,코스닥
하이텍팜,106190,1295,코스닥
농우바이오,054050,1295,코스닥
샘표,007540,1294,유가증권
케이알엠,093640,1294,코스닥
디엔에프,092070,1294,코스닥
아이텍,119830,1292,코스닥
에이프로젠바이오로직스,003060,1292,유가증권
한국무브넥스,010100,1288,유가증권
청담글로벌,362320,1288,코스닥
ACE KPOP포커스,475050,1287,ETF
오성첨단소재,052420,1286,코스닥
아시아나IDT,267850,1285,유가증권
MDS테크,086960,1285,코스닥
RISE 코스피,302450,1284,ETF
특수건설,026150,1284,코스닥
TIGER 글로벌혁신블루칩TOP10,464930,1281,ETF
원익피앤이,217820,1281,코스닥
RISE 글로벌원자력,442320,1281,ETF
메가스터디,072870,1278,코스닥
KODEX 로봇액티브,445290,1278,ETF
RISE 중기우량회사채,136340,1276,ETF
워트,396470,1275,코스닥
한투 인버스 2X 코스닥150선물 ETN,570082,1274,ETN
모티브링크,463480,1274,코스닥
KT지니뮤직,043610,1273,코스닥
디이엔티,079810,1273,코스닥
메드팩토,235980,1273,코스닥
헥토파이낸셜,234340,1271,코스닥
TIGER 차이나과창판STAR50(합성),414780,1269,ETF
키다리스튜디오,020120,1268,유가증권
에코플라스틱,038110,1268,코스닥
TIGER K방산&우주,463250,1265,ETF
코리아에프티,123410,1265,코스닥
레이,228670,1264,코스닥
상지건설,042940,1263,코스닥
KIWOOM 25-09 회사채(AA-이상)액티브,489870,1262,ETF
제룡산업,147830,1262,코스닥
조선선재,120030,1261,유가증권
태경비케이,014580,1261,유가증권
TIGER 미국MSCI리츠(합성 H),182480,1260,ETF
씨앤지하이테크,264660,1258,코스닥
마이크로컨텍솔,098120,1257,코스닥
엘앤케이바이오,156100,1256,코스닥
샌즈랩,411080,1255,코스닥
이지케어텍,099750,1253,코스닥
종근당바이오,063160,1251,유가증권
대영포장,014160,1250,유가증권
네패스아크,330860,1249,코스닥
1Q K200액티브,451060,1244,ETF
SJG세종,033530,1241,유가증권
아모텍,052710,1241,코스닥
TIGER BBIG,364960,1236,ETF
HDC현대EP,089470,1236,유가증권
켐트로스,220260,1236,코스닥
PLUS 국공채머니마켓액티브,491230,1235,ETF
넥스트칩,396270,1235,코스닥
레뷰코퍼레이션,443250,1234,코스닥
SOL 국고채10년,438570,1233,ETF
우수AMS,066590,1231,코스닥
대호에이엘,069460,1229,유가증권
KODEX 미국AI테크TOP10,485540,1229,ETF
HK 26-12 회사채(AA-이상)액티브,0000Y0,1229,ETF
이수화학,005950,1227,유가증권
코웰패션,033290,1227,코스닥
인바이오젠,101140,1224,유가증권
일성건설,013360,1224,유가증권
KTcs,058850,1223,유가증권
케이씨에스,115500,1222,코스닥
한국경제TV,039340,1222,코스닥
플리토,300080,1221,코스닥
DKME,015590,1220,유가증권
와이엔텍,067900,1218,코스닥
한선엔지니어링,452280,1217,코스닥
퓨처코어,151910,1216,코스닥
쎌바이오텍,049960,1214,코스닥
극동유화,014530,1212,유가증권
진로발효,018120,1211,코스닥
인크레더블버즈,064090,1211,코스닥
아이엠비디엑스,461030,1210,코스닥
샘표식품,248170,1206,유가증권
한빛레이저,452190,1206,코스닥
와이투솔루션,011690,1205,유가증권
KCTC,009070,1203,유가증권
KODEX 은선물(H),144600,1197,ETF
동남합성,023450,1195,유가증권
텔코웨어,078000,1195,유가증권
티쓰리,204610,1195,코스닥
메디아나,041920,1194,코스닥
인포바인,115310,1194,코스닥
HS애드,035000,1193,유가증권
셀바스헬스케어,208370,1192,코스닥
메카로,241770,1192,코스닥
대창,012800,1191,유가증권
휴니드,005870,1190,유가증권
유아이엘,049520,1188,코스닥
삼륭물산,014970,1186,코스닥
SBI핀테크솔루션즈,950110,1185,코스닥
코스맥스엔비티,222040,1184,코스닥
지앤비에스 에코,382800,1184,코스닥
KODEX 미국나스닥100선물(H),304940,1183,ETF
SOL 25-09 회사채(AA-이상)액티브,462540,1182,ETF
금호건설,002990,1182,유가증권
한스바이오메드,042520,1181,코스닥
SBI인베스트먼트,019550,1180,코스닥
한국수출포장,002200,1178,유가증권
세아특수강,019440,1177,유가증권
코세스,089890,1176,코스닥
화천기계,010660,1175,유가증권
폴라리스AI파마,041910,1173,코스닥
삐아,451250,1171,코스닥
유한양행우,000105,1170,유가증권
삼성공조,006660,1170,유가증권
빅텍,065450,1170,코스닥
엠디바이스,226590,1169,코스닥
크레오에스지,040350,1169,코스닥
씨케이솔루션,480370,1167,유가증권
비씨엔씨,146320,1166,코스닥
동부건설,005960,1166,유가증권
PLUS 한화그룹주,0000J0,1165,ETF
만호제강,001080,1162,유가증권
플래스크,041590,1161,코스닥
에이티넘인베스트,021080,1157,코스닥
유비쿼스,264450,1155,코스닥
강스템바이오텍,217730,1155,코스닥
우리바이오,082850,1153,코스닥
KODEX 2차전지핵심소재10,461950,1153,ETF
TIMEFOLIO 글로벌우주테크&방산액티브,478150,1153,ETF
웨이비스,289930,1152,코스닥
1Q 25-08 회사채(A+이상)액티브,466400,1149,ETF
나노팀,417010,1149,코스닥
조이시티,067000,1148,코스닥
인텍플러스,064290,1147,코스닥
ACE 미국30년국채엔화노출액티브(H),476750,1146,ETF
한솔홀딩스,004150,1145,유가증권
나노엔텍,039860,1145,코스닥
캔버스엔,210120,1143,코스닥
풍국주정,023900,1142,코스닥
디와이,013570,1141,유가증권
위닉스,044340,1139,코스닥
크리스탈신소재,900250,1138,코스닥
삼익악기,002450,1137,유가증권
RISE IT플러스,326240,1136,ETF
동방,004140,1135,유가증권
경동도시가스,267290,1134,유가증권
3S,060310,1130,코스닥
수산세보틱스,017550,1130,유가증권
네오이뮨텍,950220,1129,코스닥
세보엠이씨,011560,1128,코스닥
에스엠씨지,460870,1126,코스닥
레이언스,228850,1125,코스닥
유라테크,048430,1124,코스닥
라온텍,418420,1124,코스닥
샤페론,378800,1123,코스닥
HANARO 25-12 은행채(AA+이상)액티브,489570,1122,ETF
제이아이테크,417500,1121,코스닥
신테카바이오,226330,1120,코스닥
그린리소스,402490,1119,코스닥
빅솔론,093190,1118,코스닥
아남전자,008700,1118,유가증권
상신이디피,091580,1116,코스닥
테라젠이텍스,066700,1116,코스닥
와이제이링크,209640,1115,코스닥
다산네트웍스,039560,1115,코스닥
한국화장품,123690,1114,유가증권
에이에스텍,453860,1114,코스닥
진흥기업,002780,1114,유가증권
와이엠텍,273640,1113,코스닥
인천도시가스,034590,1113,유가증권
핑거,163730,1112,코스닥
태웅로직스,124560,1111,코스닥
TIMEFOLIO K바이오액티브,463050,1104,ETF
현대약품,004310,1101,유가증권
삼아제약,009300,1101,코스닥
아진산업,013310,1100,코스닥
한투 나스닥 100 ETN,570051,1100,ETN
인성정보,033230,1099,코스닥
ACE 단기통안채,190620,1099,ETF
RISE 2차전지TOP10인버스(합성),465350,1097,ETF
아이디스홀딩스,054800,1097,코스닥
광전자,017900,1095,유가증권
유니트론텍,142210,1095,코스닥
코칩,126730,1095,코스닥
상상인,038540,1094,코스닥
LS티라유텍,322180,1094,코스닥
TIGER 여행레저,228800,1094,ETF
KODEX 메타버스액티브,401470,1093,ETF
신영와코루,005800,1092,유가증권
초록뱀미디어,047820,1091,코스닥
신한 레버리지 은 선물 ETN(H),500029,1091,ETN
세명전기,017510,1090,코스닥
에스트래픽,234300,1090,코스닥
뉴프렉스,085670,1090,코스닥
프로젠,296160,1089,코넥스
APS,054620,1088,코스닥
현대코퍼레이션홀딩스,227840,1086,유가증권
토마토시스템,393210,1085,코스닥
세운메디칼,100700,1084,코스닥
라온시큐어,042510,1084,코스닥
오이솔루션,138080,1082,코스닥
리메드,302550,1082,코스닥
미래에셋글로벌리츠,396690,1081,유가증권
KCC건설,021320,1081,코스닥
스튜디오미르,408900,1080,코스닥
크라운제과,264900,1080,유가증권
예스24,053280,1079,코스닥
DXVX,180400,1078,코스닥
BNK 26-06 특수채(AAA이상)액티브,495710,1077,ETF
부산산업,011390,1076,유가증권
마이티 26-09 특수채(AAA)액티브,465780,1074,ETF
피노,033790,1074,코스닥
에이스토리,241840,1071,코스닥
TIGER 미국S&P500배당귀족,429000,1070,ETF
LB인베스트먼트,309960,1070,코스닥
ACE 중국본토CSI300,168580,1070,ETF
HS화성,002460,1069,유가증권
베뉴지,019010,1068,코스닥
KODEX 신재생에너지액티브,385510,1067,ETF
아모그린텍,125210,1067,코스닥
모베이스전자,012860,1066,코스닥
HLB파나진,046210,1065,코스닥
세이브존I&C,067830,1065,유가증권
KODEX AI반도체핵심장비,471990,1064,ETF
태양금속,004100,1064,유가증권
솔본,035610,1064,코스닥
신일전자,002700,1064,유가증권
덴티스,261200,1061,코스닥
꿈비,407400,1061,코스닥
CJ씨푸드,011150,1060,유가증권
유라클,088340,1059,코스닥
화성밸브,039610,1058,코스닥
티에스아이,277880,1057,코스닥
대한뉴팜,054670,1055,코스닥
동일산업,004890,1053,유가증권
쎄크,081180,1051,코스닥
에스유앤피,019590,1050,코스닥
고스트스튜디오,950190,1048,코스닥
에이치피오,357230,1048,코스닥
크리스에프앤씨,110790,1047,코스닥
TIGER 미국다우존스30,245340,1047,ETF
KODEX 삼성그룹밸류,213610,1046,ETF
유성티엔에스,024800,1045,코스닥
한신기계,011700,1043,유가증권
위더스제약,330350,1040,코스닥
HLB제넥스,187420,1040,코스닥
RISE 2차전지액티브,422420,1040,ETF
KIWOOM 단기채권ESG액티브,419890,1039,ETF
케이옥션,102370,1039,코스닥
홈센타홀딩스,060560,1038,코스닥
엠게임,058630,1036,코스닥
서원인텍,093920,1036,코스닥
TIGER 글로벌AI플랫폼액티브,412770,1036,ETF
KIWOOM 단기자금,130730,1035,ETF
솔디펜스,215090,1035,코스닥
M83,476080,1032,코스닥
SOL 2차전지소부장Fn,455860,1032,ETF
PLUS 고배당주채권혼합,251600,1032,ETF
티앤알바이오팹,246710,1031,코스닥
팅크웨어,084730,1031,코스닥
크라운해태홀딩스,005740,1030,유가증권
국제약품,002720,1030,유가증권
안국약품,001540,1030,코스닥
모나리자,012690,1026,유가증권
PLUS 코스피TR,328370,1026,ETF
휴비스,079980,1026,유가증권
트루엔,417790,1024,코스닥
코아스템켐온,166480,1022,코스닥
성창기업지주,000180,1021,유가증권
이건홀딩스,039020,1021,코스닥
ACE 11월만기자동연장회사채AA-이상액티브,473440,1020,ETF
위너스,479960,1020,코스닥
한투 S&P500 선물 ETN,570050,1020,ETN
두올,016740,1019,유가증권
사조씨푸드,014710,1016,유가증권
지엘팜텍,204840,1016,코스닥
비아이매트릭스,413640,1015,코스닥
TIMEFOLIO Korea플러스배당액티브,441800,1014,ETF
엔지켐생명과학,183490,1013,코스닥
대성창투,027830,1013,코스닥
KNN,058400,1012,코스닥
남화산업,111710,1009,코스닥
KTis,058860,1009,유가증권
RISE 메타버스,401170,1006,ETF
한송네오텍,226440,1006,코스닥
제이씨현시스템,033320,1005,코스닥
부방,014470,1005,코스닥
우리손에프앤지,073560,1005,코스닥
엠투아이,347890,1003,코스닥
NI스틸,008260,1001,유가증권
TIGER 현대차그룹+펀더멘털,138540,1000,ETF
스톰테크,352090,1000,코스닥
TIGER 삼성그룹펀더멘털,138520,1000,ETF
TIGER LG그룹+펀더멘털,138530,1000,ETF
네온테크,306620,997,코스닥
화승코퍼레이션,013520,997,유가증권
버킷스튜디오,066410,997,코스닥
삼기에너지솔루션즈,419050,996,코스닥
RISE 미국S&P500(H),453330,996,ETF
동일고무벨트,163560,995,유가증권
KODEX 증권,102970,994,ETF
메쎄이상,408920,992,코스닥
HL D&I,014790,992,유가증권
RISE 코스닥150,270810,987,ETF
KODEX 미국S&P500데일리커버드콜OTM,0005A0,987,ETF
와이랩,432430,985,코스닥
인크로스,216050,985,코스닥
한국특강,007280,984,유가증권
비아트론,141000,982,코스닥
에르코스,435570,979,코스닥
TIGER TDF2045,0025N0,979,ETF
황금에스티,032560,978,유가증권
알에프텍,061040,977,코스닥
옵투스제약,131030,977,코스닥
삼원강재,023000,976,유가증권
하이딥,365590,975,코스닥
코츠테크놀로지,448710,974,코스닥
대정화금,120240,974,코스닥
이엠티,232530,972,코넥스
신한 레버리지 금 선물 ETN,500037,966,ETN
KODEX 배당가치,325020,965,ETF
한국피아이엠,448900,964,코스닥
엔브이에이치코리아,067570,964,코스닥
팜스코,036580,964,유가증권
엘티씨,170920,963,코스닥
엠플러스,259630,962,코스닥
제닉스,381620,962,코스닥
iMBC,052220,961,코스닥
미래에셋증권우,006805,961,유가증권
코리아나,027050,960,코스닥
HANARO 200TR,332930,959,ETF
휴비츠,065510,959,코스닥
수성웹툰,084180,958,코스닥
정상제이엘에스,040420,958,코스닥
TIGER 배당커버드콜액티브,472150,957,ETF
레이저옵텍,199550,956,코스닥
아이비김영,339950,955,코스닥
한국내화,010040,955,유가증권
시지메드텍,056090,954,코스닥
이엘씨,041520,953,코스닥
중앙백신,072020,953,코스닥
TIGER 미국초단기(3개월이하)국채,0046A0,952,ETF
블랙야크아이앤씨,478560,952,코스닥
에이아이코리아,364950,952,코스닥
옵티코어,380540,951,코스닥
ACE 미국주식베스트셀러,473590,951,ETF
ACE 미국빅테크TOP7 Plus레버리지(합성),465610,949,ETF
인지컨트롤스,023800,949,유가증권
제일연마,001560,948,유가증권
SDN,099220,948,코스닥
라온테크,232680,948,코스닥
미래에셋 인버스 2X 코스닥150 선물 ETN,520057,948,ETN
녹십자엠에스,142280,947,코스닥
제로투세븐,159580,947,코스닥
CS홀딩스,000590,946,유가증권
KODEX 미국S&P500버퍼3월액티브,0026E0,946,ETF
하이로닉,149980,946,코스닥
엠오티,413390,945,코스닥
로보로보,215100,945,코스닥
조흥,002600,944,유가증권
한신공영,004960,943,유가증권
데이원컴퍼니,373160,941,코스닥
퓨릿,445180,941,코스닥
공구우먼,366030,939,코스닥
화일약품,061250,939,코스닥
크라우드웍스,355390,938,코스닥
삼보모터스,053700,937,코스닥
탑런토탈솔루션,336680,934,코스닥
오킨스전자,080580,933,코스닥
신신제약,002800,930,코스닥
JW신약,067290,930,코스닥
세원정공,021820,928,유가증권
선바이오,067370,928,코스닥
동인기연,111380,927,유가증권
신스틸,162300,927,코스닥
신송홀딩스,006880,927,유가증권
TIGER 중국소비테마,150460,925,ETF
서플러스글로벌,140070,921,코스닥
고바이오랩,348150,919,코스닥
남양유업우,003925,918,유가증권
제이엔케이글로벌,126880,917,코스닥
오파스넷,173130,913,코스닥
광림,014200,913,코스닥
아이진,185490,911,코스닥
한투 블룸버그 인버스 2X 천연가스선물 ETN,570084,911,ETN
광명전기,017040,908,유가증권
한국선재,025550,906,코스닥
유비벨록스,089850,906,코스닥
동아화성,041930,905,코스닥
지놈앤컴퍼니,314130,905,코스닥
탑코미디어,134580,905,코스닥
케이피에프,024880,904,코스닥
ACE 8월만기자동연장회사채AA-이상액티브,475280,903,ETF
하이스틸,071090,903,유가증권
코메론,049430,902,코스닥
바이오스마트,038460,901,코스닥
좋은사람들,033340,901,코스닥
KODEX 삼성전자채권혼합,448330,900,ETF
컴퍼니케이,307930,899,코스닥
에이팩트,200470,898,코스닥
지에프씨생명과학,388610,898,코넥스
원익,032940,897,코스닥
DRB동일,004840,896,유가증권
케이엔에스,432470,895,코스닥
덕성,004830,894,유가증권
ACE 미국30년국채선물레버리지(합성 H),452250,893,ETF
HANARO 종합채권(AA-이상)액티브,461500,892,ETF
아셈스,136410,891,코스닥
노브메타파마,229500,891,코넥스
바이오솔루션,086820,891,코스닥
내츄럴엔도텍,168330,889,코스닥
영보화학,014440,888,유가증권
무림페이퍼,009200,888,유가증권
라온피플,300120,888,코스닥
KODEX 성장주,325010,887,ETF
민테크,452200,886,코스닥
N2 레버리지 S&P500 ETN,550044,884,ETN
정다운,208140,884,코스닥
PLUS 고배당주위클리커버드콜,489030,883,ETF
새빗켐,107600,882,코스닥
세코닉스,053450,882,코스닥
노브랜드,145170,881,코스닥
큐라티스,348080,880,코스닥
한울반도체,320000,879,코스닥
TIGER 200TR,310960,877,ETF
TIGER Fn메타버스,400970,877,ETF
신한 블룸버그 2X 천연가스 선물 ETN,500082,877,ETN
창해에탄올,004650,877,코스닥
서한,011370,876,코스닥
삼호개발,010960,876,유가증권
씨씨에스,066790,876,코스닥
에코볼트,097780,875,코스닥
엑시온그룹,069920,874,코스닥
에이프로,262260,871,코스닥
TIGER 글로벌4차산업혁신기술(합성 H),275980,870,ETF
한울소재과학,091440,870,코스닥
노을,376930,870,코스닥
싸이토젠,217330,869,코스닥
현대공업,170030,868,코스닥
영화테크,265560,868,코스닥
에이비프로바이오,195990,868,코스닥
피제이전자,006140,867,코스닥
우리산업,215360,867,코스닥
HRS,036640,867,코스닥
팬젠,222110,866,코스닥
비엠티,086670,865,코스닥
야스,255440,863,코스닥
TIGER 국채3년,114820,862,ETF
참좋은여행,094850,862,코스닥
제이씨케미칼,137950,861,코스닥
디와이덕양,024900,860,유가증권
홈캐스트,064240,860,코스닥
남광토건,001260,860,유가증권
스맥,099440,859,코스닥
레몬,294140,858,코스닥
파로스아이바이오,388870,858,코스닥
메가터치,446540,857,코스닥
제노레이,122310,857,코스닥
TIGER 200선물레버리지,267770,856,ETF
에스넷,038680,856,코스닥
TIGER 인터넷TOP10,365000,855,ETF
HLB펩,196300,854,코스닥
하나 Solactive 2X US Tech Top 10 ETN(H),700023,854,ETN
KODEX 미국10년국채선물,308620,852,ETF
비트컴퓨터,032850,851,코스닥
한국비티비,219750,850,코스닥
새로닉스,042600,850,코스닥
우듬지팜,403490,850,코스닥
경남스틸,039240,846,코스닥
자연과환경,043910,846,코스닥
센코,347000,845,코스닥
차백신연구소,261780,845,코스닥
동방아그로,007590,843,유가증권
대현,016090,842,유가증권
한국첨단소재,062970,841,코스닥
위츠,459100,840,코스닥
씨티케이,260930,840,코스닥
엔에스이엔엠,078860,839,코스닥
지아이텍,382480,838,코스닥
상상인증권,001290,837,유가증권
피앤에스미캐닉스,460940,837,코스닥
진양제약,007370,836,코스닥
아이에스티이,212710,835,코스닥
NH프라임리츠,338100,834,유가증권
지오엘리먼트,311320,831,코스닥
사조오양,006090,831,유가증권
브이원텍,251630,829,코스닥
엘컴텍,037950,829,코스닥
호전실업,111110,829,유가증권
아모센스,357580,828,코스닥
SV인베스트먼트,289080,825,코스닥
웨이브일렉트로,095270,825,코스닥
이브이첨단소재,131400,822,코스닥
KODEX TRF5050,329660,821,ETF
이노메트리,302430,820,코스닥
수산아이앤티,050960,820,코스닥
지에스이,053050,819,코스닥
아미노로직스,074430,819,코스닥
RISE 버크셔포트폴리오TOP10,475350,818,ETF
코어라인소프트,384470,818,코스닥
피엔케이피부임상연구센타,347740,818,코스닥
코렌텍,104540,817,코스닥
소노스퀘어,007720,817,코스닥
한성크린텍,066980,817,코스닥
세토피아,222810,817,코스닥
국순당,043650,816,코스닥
깨끗한나라,004540,816,유가증권
차이커뮤니케이션,351870,815,코스닥
라이콤,388790,814,코스닥
한컴라이프케어,372910,814,유가증권
중앙에너비스,000440,813,코스닥
한컴위드,054920,813,코스닥
TIGER 글로벌AI&로보틱스 INDXX,464310,813,ETF
에스퓨얼셀,288620,812,코스닥
삼미금속,012210,812,코넥스
키이스트,054780,811,코스닥
제일엠앤에스,412540,811,코스닥
라이온켐텍,171120,810,코스닥
SG글로벌,001380,809,유가증권
에스피시스템스,317830,808,코스닥
에프앤가이드,064850,808,코스닥
나이스디앤비,130580,807,코스닥
성호전자,043260,805,코스닥
그린생명과학,114450,802,코스닥
네오크레마,311390,801,코스닥
신일제약,012790,801,코스닥
엠투엔,033310,800,코스닥
엔젯,419080,800,코스닥
대구백화점,006370,799,유가증권
링네트,042500,798,코스닥
한국가구,004590,798,코스닥
슈프리마에이치큐,094840,797,코스닥
인터지스,129260,797,유가증권
삼부토건,001470,797,유가증권
CBI,013720,796,코스닥
위메이드플레이,123420,796,코스닥
NPX,222160,796,코스닥
그린플러스,186230,795,코스닥
위드텍,348350,794,코스닥
팜젠사이언스,004720,794,유가증권
미래에셋드림스팩1호,442900,794,코스닥
서울평가정보,036120,793,코스닥
삼양케이씨아이,036670,789,코스닥
HANARO Fn조선해운,441540,788,ETF
디케이락,105740,788,코스닥
RISE AI&로봇,469070,788,ETF
1Q 미국S&P500,0026S0,787,ETF
메이슨캐피탈,021880,785,코스닥
한투 인버스2X 나스닥100 ETN B,570103,785,ETN
위지트,036090,784,코스닥
타이거일렉,219130,784,코스닥
금강철강,053260,783,코스닥
아이에이,038880,782,코스닥
시공테크,020710,782,코스닥
피에스텍,002230,782,코스닥
유유제약,000220,782,유가증권
TIGER 차이나CSI300레버리지(합성),204480,782,ETF
재영솔루텍,049630,781,코스닥
FSN,214270,780,코스닥
코아시아,045970,779,코스닥
SK우,03473K,774,유가증권
아이씨디,040910,773,코스닥
일동홀딩스,000230,772,유가증권
스톤브릿지벤처스,330730,770,코스닥
아이엘,307180,770,코스닥
삼화왕관,004450,770,유가증권
에스엠코어,007820,769,코스닥
KODEX 미국달러선물인버스,261270,769,ETF
ACE 미국반도체데일리타겟커버드콜(합성),480040,768,ETF
소마젠,950200,767,코스닥
코디,080530,767,코스닥
알비더블유,361570,767,코스닥
티플랙스,081150,766,코스닥
에프엔에스테크,083500,765,코스닥
흥국에프엔비,189980,764,코스닥
대한광통신,010170,764,코스닥
디바이스,187870,763,코스닥
HANARO 머니마켓액티브,486830,763,ETF
IHQ,003560,762,유가증권
노랑풍선,104620,762,코스닥
삼성 레버리지 금 선물 ETN(H),530055,760,ETN
TIGER 글로벌비만치료제TOP2Plus,476690,760,ETF
비상교육,100220,760,유가증권
KIWOOM 미국S&P500,449770,759,ETF
모베이스,101330,759,코스닥
모비스,250060,756,코스닥
한국컴퓨터,054040,756,코스닥
N2 월간 레버리지 방위산업 Top5 ETN,550092,756,ETN
유니온,000910,754,유가증권
KS인더스트리,101000,753,코스닥
케이엔알시스템,199430,753,코스닥
데이타솔루션,263800,750,코스닥
KODEX 헬스케어,266420,750,ETF
진양산업,003780,749,유가증권
엔지스테크널러지,208860,749,코스닥
SK이노베이션우,096775,749,유가증권
대양금속,009190,747,유가증권
이닉스,452400,746,코스닥
TIGER 코리아배당다우존스,0052D0,746,ETF
TP,007980,746,유가증권
KODEX 반도체레버리지,494310,746,ETF
아이티센씨티에스,031820,746,유가증권
엔피,291230,745,코스닥
기신정기,092440,742,유가증권
오리콤,010470,741,코스닥
아크솔루션스,203690,741,코스닥
지엠비코리아,013870,741,유가증권
아이엠티,451220,740,코스닥
하이드로리튬,101670,740,코스닥
동성제약,002210,740,유가증권
피제이메탈,128660,740,코스닥
저스템,417840,740,코스닥
WON 25-09 회사채(AA-이상)액티브,468820,739,ETF
보해양조,000890,739,유가증권
오픈베이스,049480,737,코스닥
엔시스,333620,737,코스닥
KB 레버리지 나스닥 100 ETN,580015,736,ETN
미래생명자원,218150,736,코스닥
SKAI,357880,735,코스닥
